cu1809	09:30:44.000	2018-07-25 09:30:44.000000000	2018-07-24 10:12:31.828071000	-83892171929000
cu1809	09:30:44.500	2018-07-25 09:30:44.500000000	2018-07-24 10:12:32.335552000	-83892164448000
cu1809	09:30:45.000	2018-07-25 09:30:45.000000000	2018-07-24 10:12:32.840789000	-83892159211000
cu1809	09:30:45.500	2018-07-25 09:30:45.500000000	2018-07-24 10:12:33.327548000	-83892172452000
cu1809	09:30:46.000	2018-07-25 09:30:46.000000000	2018-07-24 10:12:33.827141000	-83892172859000
cu1809	09:30:46.500	2018-07-25 09:30:46.500000000	2018-07-24 10:12:34.327580000	-83892172420000
cu1809	09:30:47.000	2018-07-25 09:30:47.000000000	2018-07-24 10:12:34.839494000	-83892160506000
cu1809	09:30:47.500	2018-07-25 09:30:47.500000000	2018-07-24 10:12:35.326573000	-83892173427000
cu1809	09:30:48.000	2018-07-25 09:30:48.000000000	2018-07-24 10:12:35.827233000	-83892172767000
cu1809	09:30:48.500	2018-07-25 09:30:48.500000000	2018-07-24 10:12:36.342775000	-83892157225000
cu1809	09:30:49.000	2018-07-25 09:30:49.000000000	2018-07-24 10:12:36.827378000	-83892172622000
cu1809	09:30:49.500	2018-07-25 09:30:49.500000000	2018-07-24 10:12:37.326807000	-83892173193000
cu1809	09:30:50.000	2018-07-25 09:30:50.000000000	2018-07-24 10:12:37.827747000	-83892172253000
cu1809	09:30:50.500	2018-07-25 09:30:50.500000000	2018-07-24 10:12:38.327243000	-83892172757000
cu1809	09:30:51.000	2018-07-25 09:30:51.000000000	2018-07-24 10:12:38.843915000	-83892156085000
cu1809	09:30:51.500	2018-07-25 09:30:51.500000000	2018-07-24 10:12:39.341029000	-83892158971000
cu1809	09:30:52.000	2018-07-25 09:30:52.000000000	2018-07-24 10:12:39.836315000	-83892163685000
cu1809	09:30:52.500	2018-07-25 09:30:52.500000000	2018-07-24 10:12:40.337220000	-83892162780000
cu1809	09:30:53.000	2018-07-25 09:30:53.000000000	2018-07-24 10:12:40.826585000	-83892173415000
cu1809	09:30:53.500	2018-07-25 09:30:53.500000000	2018-07-24 10:12:41.326408000	-83892173592000
